TC001A TUH001A TUH002A TUH002B TUH002C TUH002D TUH002E TUH002F TVV001A TVV002A TVV003A TVC001A TVC002A TVC003A TVC003B TVC004AA TVC004AB TVC004AC TVC004AD TVC004AE TVC004AF TVC004AG TVC004AH TVC004AI TVC004AL TVC004AM TVC004AN TVC004BG TVC004BM TVC005A TVC005B TVC006A TVC006B TVC006C TVC006D TVC006E TVC006F TVC006G TVC006H TVC006I TVC006J TVC006K TVT001A TVT001B TVT002A TVT002B TVT002C TVT003A TVT003B TVT004A TVT005A TVT006A TVT006B TVE001AA TVE001BA TVE001CA TVE001DA TVE001EA TVE001FA TVE001GA TVE001HA TVE001IA TVE001JA TVE001KA TVE001LA TVE001MA TVE001NA TVE001OA TVE001PA TVE001AB TVE001LB TVE001MB TVE001NB TVE001OB TVE001PB TVE002A TVE002B TVE002CA TVE002CB TVE002CC TVE002DA TVE002DB TVE002DC TES001A TES001B TES001C TES001D TES001E TES001F TES001G TES001H TES001I TES001J TES001K TES001L TES001M TES002A TES002C TES002D TES002E TES002F TEM001A TEM001B TEM001C TEM001D TEM001E TEM002A TEM002B TEM002C TEM002D TEM002E TEM003A TEM003B TEM003C TEE001A TEE001B TEE001C TEE001D TEE001E TEE001F TEE001G TEE001H TEE001I TEE001J TEE001K TEE001L TSS001A TSS002A TSS003A TSS004A TSS004B TSS004C TSS004D TSS004E TSS004F TSS004G TSS004H TSS004I TSS005A TSS005B TSS005C TSS005D TSS005E TSS005F TSS005G TSS005H TSS005I TSS005J TSS005K TSI001AA TSI001AB TSI001BA TSI001BB TSI001CA TSI001CB TSI001DA TSI001DB TSI001EA TSI001EB TSI001FA TSI001FB TSI002A TSI002C TSI003A 
2 1 -1 -1 -1 -1 -1 -1 1976 6 3 1 3 90 85 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 6 1 6 6 1 3 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 6 6 1 1 6 6 1 1 1 6 6 6 1 1 2 -1 -1 -1 1 1 1 9 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 1 1 1 1 -1 4 4 4 4 1 1 1 5 3 3 3 3 6 3 3 3 4 8 0 3 2000 4 6 6 6 6 6 6 6 6 6 2 3 3 -1 -1 3 2 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1,0 -1 -1 2004 3 3 1 3 55 50 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 1 6,0 6 6 1 6 6 6 1 1 6 6 1 1 1 1 -1 -1 1 1 1 2 -1 -1 17 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 3 4 4 -1,0 -1 -1 -1 -1 1 1,0 1 0 0 0 0 0 10 0 0 0 2 9 2 4 -9 4 6 6 6 6 6 6 6 1 6 2 2 2 -1 -9 3 3 3 3 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1957 5 3 1 4 100 90 1 1 6 6 -1 -1 1 1 6 1 1 1 1 1 5 2 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 6 6 6 6 1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 1 1 4 1 -1 4 4 -1 -3 1 1 1 5 4 4 6 0 7 8 8 7 7 9 4 3 500 2 6 6 6 6 6 6 6 6 6 3 3 2 2 -1 3 3 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1950 3 3 1 3 100 90 1 1,0 1 6 -1 -1 1 1 6 1 1 1 2 -1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 6,0 6 1 6 6 6 6 1 2 -1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 2 1 2 2 2 1 1 1 3 3 3 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 10 2 5 6 0 9 6 7 7 7 9 8 3 601,01 3 6 6 6 6 6 1 6 1 6 3 4 4 2 -1 4 3 3 -9 2 1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 2002 4 3 1 2 45 40 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 2 6 6 6 6 6 6 6 6 6 6 6 3 -9 -1 -1 -1 -1 -1 6 3 6 -1 1 6 6 6 6 6 6 6 6 6 1 1 1 6 6 1 1 1 1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 1 1 1 -1 -1 4 4 4 1 1 1 4 2 5 8 0 9 5 5 -9 5 6 5 3 1000 4 6 6 6 6 6 6 6 6 6 2 2 2 2 -1 2 3 2 -9 2 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
7 1 -1 -1 -1 -1 -1 -1 1981 4 3 2 5 210 80,0 1 1 1 6 -1 -1 1 1 6,0 1 1 1 1 1 5 2 6 6 1 6 6 1 1 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 1 1 1 1 1 1 6 6 1 1 6 1 1 3 4 1 -1 1 4 6 -1 -1 -1 -1 -1 -1 -1 1,0 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 1,0 -1 -1 -1 -1 2 1 1 1 10 3 2 8 2 10 10 10 8 8 8 8 4 1202,02 4 6 6 6 6 6 6 6 6 6 2 2 1 -1 -1 -9 3 4 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1962 2 3 2 3 300 90 1 1 6 6 -1 -1 6 1 6 6 6 1 -1 -1 5 1 1 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 6 6 6 6 6 6 6 6 6 6 6 1 6 6 6 6 -1 1 -1 -1 -1 -1 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 1 1 1 1 -1 4 4 4 4 1 1 1 5 2 0 8 0 9 4 5 2 6 3 0 3 600 2 6 6 6 6 6 6 6 6 6 3 3 4 -1 4 2 2 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1998 6 3 2 3 70 60 1 1 1 6 -1 -1 6 1 6,0 1 1 1 -1 1 5 1 1 1 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1,0 -1 3 6 -1 1 6 1 6 6 6 6 1 1 6 1 6 6 6 6 1 -1 -1 -1 -1 -1 2 6 -1 -1,0 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 1 1 1 4 4 4 4 4 1 1 1 0 0 5 3 0 5 3 0 0 0 5 5 3 2404,05 4 6 6 6 6 6 6 6 6 6 3 3 3 -1 -1 3 3 3 4 -9 4 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1955 1 -1 1 6 130 120 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5 2 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 1 6 6 6 6 6 6 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 3 3 3 -1 -1 -1 -1 -1 1 1 1 10 4 6 6 6 6 8 6 5 6 10 8 3 901,52 4 6 6 1 6 1 1 6 6 6 3 4 4 -1 4 3 4 4 4 4 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1979 2 2 2 5 153 153 1 1 1 6 -1 -1 1 6 6 1 1 1 1 2 5 1 6,0 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 1,0 1 1 6 1 6 1 1 6,0 1 1 6 6 1 1 4 1 -1 -1 2 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 1 1 4 1 4 4 4 -1 4 -1 1 1 1 0 0 0 0 5 9 10 5 0 7 5 0 3 1502,53 4 6 6 6 6 6 6 6 6 6 3 3 3 -1 -1 3 3 3 3 -9 -9 6 -1 6 -1 6 -1,0 6 -1 6 -1 6 -1 6 -1 6 
6 1 -1 -1 -1 -1 -1 -1 1971 2 3 2 4 160 140 1 1 1 6 6 6 1 1 6 1 1 1 2 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 1 1 6 6 6 1 6 1 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 2 2 2 2 2 -1 -1 -1 -1 -1 1 1 1 0 0 0 9 8 8 8 0 0 -3 8 0 3 901,52 1 1 6 6 6 6 1 1 6 6 4 4 4 -1 -1 3 3 3 3 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1935 1 -1 1 4 107 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6,0 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 6 6 6 6 6 1 6 1 6 6 6,0 6 6 2 -1 -1 -1 -1 -1 6 -1 -1,0 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 6 6 6 6 6 0 0 5 6 0 4 601,01 4 6 6 6 6 6 1 6 6 6 3 3 3 -1 -1 3 3 3 3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1,0 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1991 3 3 1 6 180 160 1 1 1 6 -1 -1 1 1 1 1 1 1 2 2 1 1 6 6 6 6 6 1 6 6 6 6 6 1 2 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 1 1 1 1 6 1 1 1 1 1 1 3 3 2 2 1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 4 7 8 4 5 4 4 4 7 5 2 1803,04 4 6 6 6 6 1 1 6 6 6 3 4 4 -1 3 3 3 3 3 2 2 1 450 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 2003 4 1 1 4 150 100 1 1 6 1 -1 -1 1 1 6 1 1 1 2 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 2,0 6 -1 -1 -1 -1 -1 2 6 -1,0 1 6 1 1 1 1 1 1,0 1 1 1 1 1 1 1 1 2 3 1 2 1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1,0 1 1 1 0 5 3 8 2 2 8 8 4 8 10 8 4 1202,02 4 6 6 6 6 6 6 6 6 6 3 3 2 -1 -1 3 4 3 3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 4 6 6 6 6 1 -1 1978 3 3 2 5 120 120 1 1 1 6 -1 -1 1 6 6 1 1 1 2 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 6 6 6 6 6 6 1 1 1 1 6 1 2 2 1 2 -1 3 6 -1 -1 -1 -1 -1 -1 -1 3 3 3 1 1 1 3 3 3 -9 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 7 7 7 7 9 9 9 10 7 0 3 1803,04 4 6 6 6 6 6 6 6 6 6 3 2 2 3 3 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1935 1 -1 2 4 107 100 1 1 1 6 -1 -1 1 1 6 1 1 1 2 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1,0 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6,0 6 6 6 1 6 6 6 6 6 1 -1 -1 -1 -1 -1 1 1 3 -1 -1 8 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 0 6 6 6 6 6 0 0 6 0 6 4 500 4 6 6 6 6 6 6 6 6 6 3 3 3 -1 -1 3 3 3 3 3 3 6 -1 6,0 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1966 2 2 3 3 92 86 1 1 1 6 6 6 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 6 6 6 6 6 1 6 1 6 6 6 6 1 1 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 3 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 4 1 1 3 0 6 8 8 8 3 5 6 7 0 0 3 1202,02 4 1 6 6 6 6 1 6 1 6 2 4 4 3 -1 3 3 3 3 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
4 1 -1 -1,0 -1 -1 -1 -1 1975 2 3 2 3 70 70 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1 -1 -1 -1 2 6 -1 1,0 6 1 6 6 1 1 6 1 6 1 1 6 6 6 1 2 3 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 1 2 1 1 1 2 2 1 6 6 1 6 6,0 4 1 1 4 4 -1 4 4 -1 -1,0 1 1 1 9 5 7 7 0 5 6 7 0 7 8 0 2 1202,02 1 6 6 1 6 1 1 6 6 6 3 4 4 -1 -3 -3 -3 -3 -3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1913 1 -1 1 4 107 100 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 6 6 6 1 6 6 1 6 1 1 6 6 6 1 2 1 -1 -1 -1 1 1 1 3 -1 -1 19 -1 -1 2 -9 3 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 3 3 -1 -1 -1 -1 -1 1 1 1 0 6 0 8 0 7 6 6 7 8 5 5 3 1803,04 4 6 6 6 6 6 1 6 6 6 3 2 3 3 -1 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1994 2 2 2 3 92 86 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 1 1 1 1 1 1 6 1 1,0 6 6 1 1 3 4 -1 -1 3 4 6 -1 -1 -1 -1 -1 -1 -1 1 2 2 1 1 1 1 1 1 1 1 1 1 6 1 6 6 6 1 1 4,0 1 1 3 3 -1 3 3 1 1 1 7 3 5 5 5 10 10 8 1 10 10 4 4 900 4 6 6 6 6 6 6 6 6 6 3 -1 -1 -1 4 4 4 4 4 4 4 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6,0 
3 1 -1 -1 -1 -1 -1 -1 2004 2 2 3 3 92 86 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 1 6 6 6 6 6 3 4 -1 -1 -1 -1 -1 6 3 6 -1 1 6 6 1 6 1 6 6 6 6 6 1 6 6 6 1 2 2 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 3 3 -1 -1 -1 -1 -1 1 1 1 5 5 7 8 7 5 9 7 7 9 9 3 4 1202,02 4 6 1 6 6 6 6 6 6 6 3 3 -1 -1 3 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1976 2 2 2 3 120 90 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 1 6 6 1 6 1 1 6 6 6 1,0 1 1 -1 -1 -1 1 6,0 -1 -1 -1 -1 -1 -1 -1 2 2 2 2 1 1 1 1 1 1 1 1,0 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 4 2 6 7 7 7 3 4 0 6 5 0 3 1000 4 6 6 6 6 6 1 6 6 6 4 4 4 2 -1 3 3 3 3 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1975 2 2 3 4 150 110 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 6 6 6 6 6 6 1 1 6 6 6 1 2 2 -1 -1 -1 3 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 2 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 6 6 6 7 6 6 6 7 9 6 4 4 3 1202,02 4 6 6 6 6 6 1 6 1 6 3 4 2 3 2 3 3 3 3 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1,0 -1 -1 -1 1991 2 2 3 5 120 113 1 1 1 6 -1 -1 1 1 6 1,0 1 1 4 2 5 1 6 6 6 6 6 1 6 6 6,0 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 1 1 1 1 1 1 6 6 1 1 1 1 6 1 4 5 1 1 -1 4 6 -1 -1 -1 -1 -1 -1 -1 2 4 3 1 1 1 1 1 2 1,0 2 2 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 3 2 5 6 6 6 7 7 6 8 8 3 4 -3 4 6 6 6 6 6 1 6 6 6 3 3 3 -1 3 3 2 2 2 2 2 6 -1 6 -1 6 -1 6 -1 1 9,02 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 1993 2 3 1 4 155 145 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 6 1 6 1 1 6 1 6 6 6 1 6 6 6 1 1 1 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 2 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 5 3 9 6 8 10 9 5 5 6 9 9 3 1502,53 3 1 6 6 6 6 1 6 6 6 4 5 5 -1 3 3 3 3 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 1 13 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1996 3 3 1 4 107 100,0 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 3 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6,0 -1 1 6 1 1 1 1 1 6 1 6 1 1 1 6 6 1 3 2 1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 1 1 1 1 1 1 3,0 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1,0 0 5 3 5 5 7 3 5 -3 9 0 0 3 1803,04 4 6 6 6 6 6 1 6 6 6 3 4 -1 -1 3 3 3 3 3 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
4 1 -1 -1 -1 -1 -1 -1 2003 3 2 1 4 230 200 1 1 1 6 -1 -1 1 1 6 1 1 1 1 2 5 1 6 6 6 6 6 1 6 6 6 6 6 1 2 1 163058 980 -1 -1 -1 3 6 -1 1 6 1 1 1 1 1 6 1 6 1 1 1 1 6 1 3 3 1 1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 1 6 6 4 1 4 4 2 -1 4 -1 -1 -1 1 1 1 8 8 9 9 9 5 8 7 5 8 5 6 3 3000 5 6 6 6 6 6 1 6 1 6 3 2 2 -1 4 4 4 4 4 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 1 
5 1 -1 -1 -1 -1 -1 -1 1967 2 2 2 5 200 200 1 1 1 6 -1 -1 1 6 6 1 1 1 -1 2 1 1 6 6 6 6 6 6 6 6 6 6 6 1 4,0 6 -1 -1 -1 -1 -1 1 6 -1 1 6 6 6 6 6 6 6 6 6 1 6 6 6 6 1 2 -1 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 1 1 1 1 1 1 1 1 1 1,0 6 6 6 6 6 3 3 3 3 3 -1 -1,0 -1 -1 -1 1 1 1 5 6 7 7 7 7 7 7 5 7 6 5 3 -9 4 6 6 6 6 6 1 6 6 6 3 3 3 -1 -1 -9 -9 -9 -9 -9 -9 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1973 1 -1 2 4 107 100 1 1 1 6 -1 -1 1 1 6 1 1 1 3 3 1 1 6 6 6 6 6 1 6 6 6 6 6 3 4 -1 -1 -1 -1 -1 6 2 6 -1 1 6 6 1 6 1 6 6 1 6 1 1 6 6 6 1 2 2 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 3 2 1 1 1 3 2 1 1 2 2 1 6 1 6 6 6 1 1 4 4 2 4 4 -1 -1 -1 1 1 1 5 1 6 8 7 6 8 6 4 4 9 4 3 901,52 4 6 6 6 6 6 1 6 6 6 4 4 2 -1 -1 2 3 3 3 3 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
1 1 -1 -1 -1 -1 -1 -1 1990 2 2 1 4 83 83 1 1 1 6 -1 -1 1 1 6 1 1 1 1 1 3 1 6 6 6 6 6 6 6 6 6 6 6 1 3 6 -1 -1,0 -1 -1 -1 3 6 -1 1 6 6 6 6 6 6 6 1 6 1 1,0 6,0 6 6 1 1 1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 2 2 2,0 1 1 -3 -3 -3 1 1 1 1 6 6 6 6 6 3 3 3 3 3 -1 -1 -1 -1 -1 1 1 1 -3 6 6 4 0 6 6 -3 -3 6 6 -3 4 300,51 4 6 6 6 6 6 6 6 6 6 3 2 2 -1 3 -3 -3 -3 -3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
5 1 -1 -1 -1 -1 -1 -1 1998 3 3 1 5 155 130 1 1 1 6 -1 -1 6 1 1 1 1 1 -1 1 1 1 6 6 6 6 6 1 6 6 1 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 1 1 1 6 1 6 6 1 6 1 1 1 6 1 1 3 2 -9 -1 2 2 6 -1 -1 -1 -1 -1 -1 -1 1 2 2 1 1 1 -9 1 1 1 2 2 1 6 6 6 6 6 1 1 2 1 1 4 4 -1 4 4 1 1 1 5 6 4 7 0 6 6 7 7 7 6 5 3 1803,04 5 6 6 6 6 6 1 6 6 6 4 5 4 3 -1 3 3 3 3 -9 -9 1 300 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1994 3 3 1 3 70 70 1 1 1 6 -1 -1 6 1 6 1 1,0 1 -1 1 5 1 6 6 6 6 6 1 1 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 3 6 -1 1 6 6 6 6 6 1 6 6 6 1 6 6 6 6 1 1 -1 -1 -1 -1 1 1 1 3 -1 -1 16 -1 -1 1 1,0 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1,0 5 1 5 5 7 8 0 6 7 6 3 6 4 1 4 600 4 6 6 6 6 6 6 6 6 6 4 5 3 3 4 4 4 4 4 3 3 6 -1 6 -1 6 -1 6 -1 6,0 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1 -1 1963 1 -1 2 3 70 70 1 1 1 6 -1 -1 6 1 6 1 1 1 -1 1 1 1 6 6 6 6 6 6 6 6 6 6 6 2 4 -1 -1 -1 998 6 -1 1 6 -1 1 6 1 1 6 1 6 6 1 6 1 1 6 6 6 1 3 1 -1 -1 -1 2 6 -1 -1 -1 -1 -1 -1 -1 2 3 3 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 3 3 3 3 3 -1 -1 -1 -1 -1 1 1 1 0 0 0 5 0 7 9 0 0 2 5 0 3 1202,02 3 6 6 6 6 6 1 6 6 6 4 5 5 -1 3 3 3 3 3 2 2 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
3 1 -1 -1 -1 -1 -1,0 -1 1975 2 3 2 4 107 100 1 1 1 6 6 6 1 6 6 1 1 1,0 3 1 1 1 6 6 6 6 6 1 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 2 6 -1 1 6 1 6 6 1 6 6 1 6 1 1 1 1 6 1 3 2 1 1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 2 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6,0 4 4 4 4 4,0 -1 -1 -1 -1 -1 1 1 1 4 4 6 6 7 8 4 2 2 1 2 3 4 -3 4 6 6 6 6 6 6 6 6 6 3 2 2 3 4 3 3 3 3 3 3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
2 1 -1 -1 -1 -1 -1 -1 1961 3 2 1 3 100 100 1 1 1 6 -1 1 1 1 6 1 1 1 1 1 5 1 6 6 6 6 6 6 6 6 6 6 6 1 4 6 -1 -1 -1 -1 -1 1 6 -1 1 1 6 6 6 6 6 6 1 6 1 6 6 6 6 1 1 -1 -1 -1 -1 1 6 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 6 6 6 6 4 4 4 4 4 -1 -1 -1 -1 -1 1 1 1 0 1 0 0 0 0 2 -3 0 2 5 -1 3 -3 4 6 6 6 6 6 1 6 6 6 1 2 2 3 -1 3 3 3 -3 -3 -3 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 -1 6 
